,group,user,task_id,completed,active_time,percentileActiveTime,percTimeAbove85,percTimeBelow15,ws-check_solution,percentileAtt,percAttAbove85,percAttBelow15,totalUserPersistence
8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830~More Than Meets Your Eye,8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,More Than Meets Your Eye,1.0,439.9066509999996,80.95238095238095,False,False,6,98.80952380952381,True,False,12.0
8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830~Not Bird,8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,Not Bird,1.0,168.90179999999998,45.23809523809524,False,False,2,39.285714285714285,False,False,12.0
8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830~Object Limits,8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,Object Limits,1.0,91.14539599999999,19.696969696969695,False,False,3,29.924242424242426,False,False,12.0
8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830~Pi Henge,8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,Pi Henge,1.0,57.417066,14.723926380368098,False,True,1,33.43558282208589,False,True,12.0
8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830~Pyramids are Strange,8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,Pyramids are Strange,1.0,189.82873600000005,49.3421052631579,False,False,5,76.64473684210526,False,False,12.0
8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830~Ramp Up and Can It,8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,Ramp Up and Can It,1.0,359.3365129999998,87.36842105263158,True,False,5,81.57894736842105,False,False,12.0
8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830~Square Cross-Sections,8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,Square Cross-Sections,1.0,1086.14445,99.50738916256158,True,False,16,98.52216748768473,True,False,12.0
8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830~Stranger Shapes,8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,Stranger Shapes,1.0,368.2163269999999,68.37606837606837,False,False,9,78.63247863247864,False,False,12.0
8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830~Sugar Cones,8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,Sugar Cones,1.0,94.96628999999999,73.01587301587301,False,False,2,74.60317460317461,True,False,12.0
8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830~Tall and Small,8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,Tall and Small,1.0,330.394286,68.93203883495146,False,False,5,61.16504854368932,False,False,12.0
8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830~Unnecessary,8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,Unnecessary,0.0,284.917643,76.3157894736842,False,False,6,81.57894736842105,False,False,12.0
8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830~Warm Up,8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,Warm Up,1.0,31.220841,31.40495867768595,False,False,1,46.69421487603306,True,True,12.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~1. One Box,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,1. One Box,1.0,12.168942000000001,0.3663003663003663,False,True,1,51.0989010989011,True,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~2. Separated Boxes,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,2. Separated Boxes,1.0,28.485577,7.547169811320755,False,True,2,47.35849056603774,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~3. Rotate a Pyramid,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,3. Rotate a Pyramid,1.0,24.147592,7.936507936507937,False,True,2,58.13492063492063,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~4. Match Silhouettes,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,4. Match Silhouettes,1.0,17.866554,2.4390243902439024,False,True,1,29.471544715447155,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~45-Degree Rotations,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,45-Degree Rotations,1.0,55.697499,14.102564102564102,False,True,1,34.93589743589744,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~5. Removing Objects,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,5. Removing Objects,1.0,78.19317599999998,32.231404958677686,False,False,2,57.43801652892562,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~6. Stretch a Ramp,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,6. Stretch a Ramp,1.0,22.681987,3.0701754385964914,False,True,1,19.07894736842105,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~7. Max 2 Boxes,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,7. Max 2 Boxes,1.0,20.449804,5.882352941176471,False,True,1,31.67420814479638,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~8. Combine 2 Ramps,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,8. Combine 2 Ramps,1.0,37.346152000000004,7.8341013824884795,False,True,1,39.63133640552996,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~9. Scaling Round Objects,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,9. Scaling Round Objects,1.0,69.40328199999999,26.0,False,False,2,54.0,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~Bird Fez,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,Bird Fez,1.0,240.47729600000002,64.08839779005525,False,False,5,78.7292817679558,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~Boxes Obscure Spheres,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,Boxes Obscure Spheres,0.0,406.236821,67.11409395973155,False,False,9,83.89261744966443,True,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~Pi Henge,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,Pi Henge,1.0,138.55781699999997,62.576687116564415,False,False,2,74.5398773006135,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~Pyramids are Strange,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,Pyramids are Strange,1.0,122.06170199999998,28.289473684210527,False,False,2,42.10526315789474,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4610cc6adb8b0aeea29d5eb053a8bcc5~Square Cross-Sections,8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,Square Cross-Sections,1.0,77.548218,18.226600985221676,False,False,2,45.320197044334975,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~1. One Box,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,1. One Box,1.0,54.397764,54.57875457875458,False,False,1,51.0989010989011,True,True,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~2. Separated Boxes,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,2. Separated Boxes,1.0,138.77718,79.24528301886792,False,False,2,47.35849056603774,False,False,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~3. Rotate a Pyramid,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,3. Rotate a Pyramid,1.0,113.58825700000001,69.44444444444444,False,False,3,79.76190476190476,True,False,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~4. Match Silhouettes,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,4. Match Silhouettes,1.0,91.217963,59.75609756097561,False,False,1,29.471544715447155,False,True,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~45-Degree Rotations,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,45-Degree Rotations,1.0,62.25902,19.23076923076923,False,False,1,34.93589743589744,False,True,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~5. Removing Objects,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,5. Removing Objects,1.0,43.24344000000001,16.115702479338843,False,False,2,57.43801652892562,False,False,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~6. Stretch a Ramp,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,6. Stretch a Ramp,1.0,107.934931,49.56140350877193,False,False,3,74.34210526315789,False,False,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~7. Max 2 Boxes,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,7. Max 2 Boxes,1.0,66.39626,54.29864253393665,False,False,1,31.67420814479638,False,True,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~8. Combine 2 Ramps,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,8. Combine 2 Ramps,1.0,27.501638000000003,1.3824884792626728,False,True,1,39.63133640552996,False,True,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~9. Scaling Round Objects,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,9. Scaling Round Objects,1.0,241.16083000000003,75.0,False,False,6,92.75,True,False,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~Angled Silhouette,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,Angled Silhouette,1.0,73.610428,44.18604651162791,False,False,1,37.98449612403101,False,True,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~Bear Market,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,Bear Market,0.0,50.800456999999994,38.297872340425535,False,False,0,25.53191489361702,False,True,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~Bird Fez,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,Bird Fez,1.0,666.4047919999996,93.92265193370166,True,False,11,94.47513812154696,True,False,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~Boxes Obscure Spheres,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,Boxes Obscure Spheres,1.0,312.682451,52.348993288590606,False,False,3,42.281879194630875,False,False,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~More Than Meets Your Eye,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,More Than Meets Your Eye,0.0,305.0699519999999,64.28571428571429,False,False,2,66.07142857142857,False,False,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~Object Limits,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,Object Limits,1.0,95.79308800000001,22.727272727272727,False,False,2,3.0303030303030303,False,True,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~Pi Henge,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,Pi Henge,1.0,152.04231,68.71165644171779,False,False,3,88.95705521472392,True,False,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~Pyramids are Strange,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,Pyramids are Strange,1.0,189.62274700000003,48.68421052631579,False,False,2,19.736842105263158,False,True,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~Ramp Up and Can It,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,Ramp Up and Can It,1.0,65.64129500000001,33.68421052631579,False,False,2,28.94736842105263,False,True,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~Square Cross-Sections,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,Square Cross-Sections,1.0,853.1736990000003,96.55172413793103,True,False,3,60.83743842364532,False,False,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~Stranger Shapes,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,Stranger Shapes,1.0,532.3578470000001,87.17948717948718,True,False,8,73.5042735042735,False,False,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~Sugar Cones,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,Sugar Cones,1.0,43.56907400000001,26.984126984126984,False,False,1,33.333333333333336,False,True,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~Tall and Small,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,Tall and Small,1.0,308.07806899999997,66.01941747572816,False,False,3,31.553398058252426,False,False,4.17
8cbfa61cb2b025b16b04a8e470422960~4713ace1b155ff9642b1a0ed67c1fdf3~Warm Up,8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,Warm Up,1.0,47.504577,60.33057851239669,False,False,1,46.69421487603306,True,True,4.17
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~1. One Box,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,1. One Box,1.0,26.336660000000002,18.681318681318682,False,False,1,51.0989010989011,True,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~2. Separated Boxes,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,2. Separated Boxes,1.0,31.659499999999998,8.679245283018869,False,True,1,16.79245283018868,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~3. Rotate a Pyramid,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,3. Rotate a Pyramid,1.0,67.068079,49.6031746031746,False,False,1,21.825396825396826,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~4. Match Silhouettes,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,4. Match Silhouettes,1.0,88.604172,56.91056910569106,False,False,1,29.471544715447155,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~45-Degree Rotations,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,45-Degree Rotations,1.0,95.22135799999998,40.38461538461539,False,False,1,34.93589743589744,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~5. Removing Objects,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,5. Removing Objects,1.0,34.630653,11.15702479338843,False,True,1,25.619834710743802,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~6. Stretch a Ramp,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,6. Stretch a Ramp,1.0,186.69914199999994,71.9298245614035,False,False,3,74.34210526315789,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~7. Max 2 Boxes,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,7. Max 2 Boxes,1.0,46.629345,36.65158371040724,False,False,1,31.67420814479638,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~8. Combine 2 Ramps,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,8. Combine 2 Ramps,1.0,113.250473,61.75115207373272,False,False,1,39.63133640552996,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~9. Scaling Round Objects,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,9. Scaling Round Objects,1.0,92.936847,39.5,False,False,2,54.0,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Angled Silhouette,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Angled Silhouette,1.0,163.81779100000003,71.31782945736434,False,False,1,37.98449612403101,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Bear Market,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Bear Market,0.0,748.8760289999997,90.42553191489361,True,False,2,75.0,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Bird Fez,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Bird Fez,1.0,183.74998099999996,50.27624309392265,False,False,1,21.823204419889503,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Boxes Obscure Spheres,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Boxes Obscure Spheres,1.0,418.336915,68.45637583892618,False,False,3,28.859060402684563,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Bull Market,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Bull Market,1.0,312.2576329999999,64.28571428571429,False,False,2,40.0,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Few Clues,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Few Clues,1.0,195.72600599999996,48.333333333333336,False,False,1,51.666666666666664,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~More Than Meets Your Eye,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,More Than Meets Your Eye,1.0,320.498128,65.47619047619048,False,False,3,66.07142857142857,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Not Bird,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Not Bird,1.0,321.025174,69.04761904761905,False,False,5,72.02380952380952,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Object Limits,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Object Limits,1.0,148.66572300000004,40.15151515151515,False,False,5,45.07575757575758,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Orange Dance,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Orange Dance,0.0,1111.1017900000015,86.56716417910448,True,False,2,77.61194029850746,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Pi Henge,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Pi Henge,1.0,119.78950300000002,55.214723926380366,False,False,1,33.43558282208589,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Pyramids are Strange,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Pyramids are Strange,1.0,179.35459499999996,46.71052631578947,False,False,2,42.10526315789474,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Ramp Up and Can It,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Ramp Up and Can It,1.0,142.815177,56.8421052631579,False,False,1,28.94736842105263,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Square Cross-Sections,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Square Cross-Sections,1.0,147.55359600000003,37.93103448275862,False,False,1,21.67487684729064,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Stranger Shapes,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Stranger Shapes,1.0,218.768018,47.00854700854701,False,False,5,43.162393162393165,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Sugar Cones,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Sugar Cones,1.0,44.929931,30.952380952380953,False,False,2,33.333333333333336,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Tall and Small,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Tall and Small,1.0,420.63089900000006,86.40776699029126,True,False,9,75.72815533980582,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Unnecessary,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Unnecessary,1.0,436.0091100000002,92.10526315789474,True,False,3,60.526315789473685,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Warm Up,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Warm Up,1.0,34.416033000000006,40.49586776859504,False,False,1,46.69421487603306,True,True,0.0
8cbfa61cb2b025b16b04a8e470422960~49ab334e3991f54ab1e2d11869834191~Zzz,8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,Zzz,1.0,247.39129600000004,70.88607594936708,False,False,4,70.88607594936708,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~1. One Box,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,1. One Box,1.0,15.835057,4.029304029304029,False,True,1,51.0989010989011,True,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~2. Separated Boxes,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,2. Separated Boxes,1.0,48.928805999999994,26.79245283018868,False,False,1,16.79245283018868,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~3. Rotate a Pyramid,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,3. Rotate a Pyramid,1.0,26.337481,11.11111111111111,False,True,1,21.825396825396826,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~4. Match Silhouettes,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,4. Match Silhouettes,1.0,43.588583,29.67479674796748,False,False,2,68.08943089430895,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~45-Degree Rotations,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,45-Degree Rotations,1.0,53.329437000000006,12.820512820512821,False,True,1,34.93589743589744,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~5. Removing Objects,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,5. Removing Objects,1.0,55.447151000000005,21.90082644628099,False,False,1,25.619834710743802,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~6. Stretch a Ramp,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,6. Stretch a Ramp,1.0,81.64233999999999,35.08771929824562,False,False,2,51.75438596491228,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~7. Max 2 Boxes,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,7. Max 2 Boxes,1.0,46.697004000000014,37.10407239819005,False,False,2,71.71945701357465,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~8. Combine 2 Ramps,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,8. Combine 2 Ramps,1.0,110.22606100000003,61.29032258064516,False,False,2,80.64516129032258,True,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~9. Scaling Round Objects,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,9. Scaling Round Objects,0.0,83.21654699999999,30.5,False,False,3,74.0,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~Angled Silhouette,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,Angled Silhouette,0.0,226.263003,80.62015503875969,False,False,0,5.813953488372093,False,True,0.0
