,group,user,task_id,completed,active_time,percentileActiveTime,percTimeAbove85,percTimeBelow15,ws-check_solution,percentileAtt,percAttAbove85,percAttBelow15,totalUserPersistence
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~Bear Market,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,Bear Market,0.0,232.21876999999978,55.319148936170215,False,False,0,25.53191489361702,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~Bird Fez,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,Bird Fez,1.0,307.7292089999998,74.58563535911603,False,False,5,78.7292817679558,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~Boxes Obscure Spheres,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,Boxes Obscure Spheres,1.0,90.07450300000002,13.422818791946309,False,True,1,14.429530201342281,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~Object Limits,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,Object Limits,1.0,329.7047639999999,83.33333333333333,False,False,6,72.72727272727273,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~Pi Henge,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,Pi Henge,1.0,152.674803,69.93865030674847,False,False,1,33.43558282208589,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~Pyramids are Strange,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,Pyramids are Strange,1.0,92.68881600000002,20.394736842105264,False,False,1,19.736842105263158,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~Sandbox,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,Sandbox,0.0,371.51977300000004,56.626506024096386,False,False,0,50.602409638554214,True,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~Square Cross-Sections,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,Square Cross-Sections,1.0,102.20246399999998,26.108374384236452,False,False,1,21.67487684729064,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~Unnecessary,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,Unnecessary,0.0,64.36233299999999,18.42105263157895,False,False,1,23.68421052631579,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5~Warm Up,8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,Warm Up,1.0,28.431723,23.96694214876033,False,False,1,46.69421487603306,True,True,0.0
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~1. One Box,8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,1. One Box,1.0,65.53554199999999,61.172161172161175,False,False,1,51.0989010989011,True,True,10.0
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~2. Separated Boxes,8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,2. Separated Boxes,1.0,228.25249099999996,90.56603773584905,True,False,5,88.11320754716981,True,False,10.0
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~3. Rotate a Pyramid,8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,3. Rotate a Pyramid,1.0,57.286294000000005,44.04761904761905,False,False,1,21.825396825396826,False,True,10.0
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~4. Match Silhouettes,8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,4. Match Silhouettes,1.0,79.455565,52.4390243902439,False,False,1,29.471544715447155,False,True,10.0
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~5. Removing Objects,8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,5. Removing Objects,1.0,364.06858600000004,82.23140495867769,False,False,3,71.28099173553719,False,False,10.0
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~6. Stretch a Ramp,8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,6. Stretch a Ramp,1.0,327.5067570000001,89.47368421052632,True,False,2,51.75438596491228,False,False,10.0
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~7. Max 2 Boxes,8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,7. Max 2 Boxes,1.0,180.22911200000004,79.63800904977376,False,False,2,71.71945701357465,False,False,10.0
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~8. Combine 2 Ramps,8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,8. Combine 2 Ramps,1.0,138.506845,70.96774193548387,False,False,1,39.63133640552996,False,True,10.0
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~9. Scaling Round Objects,8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,9. Scaling Round Objects,1.0,335.6746840000001,82.5,False,False,2,54.0,False,False,10.0
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~Square Cross-Sections,8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,Square Cross-Sections,0.0,320.85801700000013,69.45812807881774,False,False,2,45.320197044334975,False,False,10.0
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~1. One Box,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,1. One Box,1.0,28.379154000000007,22.344322344322343,False,False,1,51.0989010989011,True,True,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~2. Separated Boxes,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,2. Separated Boxes,1.0,39.786057,17.358490566037737,False,False,2,47.35849056603774,False,False,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~3. Rotate a Pyramid,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,3. Rotate a Pyramid,1.0,253.10140299999998,90.47619047619048,True,False,5,91.86507936507937,True,False,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~4. Match Silhouettes,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,4. Match Silhouettes,1.0,170.15267300000002,74.79674796747967,False,False,3,80.89430894308943,False,False,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~5. Removing Objects,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,5. Removing Objects,1.0,170.747963,57.43801652892562,False,False,1,25.619834710743802,False,True,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~6. Stretch a Ramp,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,6. Stretch a Ramp,1.0,399.628449,92.54385964912281,True,False,5,87.71929824561404,True,False,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~7. Max 2 Boxes,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,7. Max 2 Boxes,1.0,33.995068,24.43438914027149,False,False,1,31.67420814479638,False,True,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~8. Combine 2 Ramps,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,8. Combine 2 Ramps,1.0,53.059495000000005,21.19815668202765,False,False,1,39.63133640552996,False,True,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~9. Scaling Round Objects,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,9. Scaling Round Objects,1.0,105.43509499999999,46.0,False,False,3,74.0,False,False,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~Bird Fez,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,Bird Fez,0.0,194.232158,53.03867403314917,False,False,5,78.7292817679558,False,False,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~Object Limits,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,Object Limits,0.0,235.44451800000002,59.84848484848485,False,False,5,60.22727272727273,False,False,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~Pi Henge,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,Pi Henge,1.0,189.1169670000001,80.3680981595092,False,False,5,96.62576687116564,True,False,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~Pyramids are Strange,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,Pyramids are Strange,0.0,14.866596000000001,2.6315789473684212,False,True,0,2.6315789473684212,False,True,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~Sandbox,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,Sandbox,0.0,554.4697360000004,69.87951807228916,False,False,0,50.602409638554214,True,True,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~Square Cross-Sections,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,Square Cross-Sections,1.0,50.78642800000001,8.374384236453203,False,True,1,21.67487684729064,False,True,18.75
8cbfa61cb2b025b16b04a8e470422960~5adfb464337689314d03622f9f0b10c7~Warm Up,8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,Warm Up,1.0,207.7054350000001,95.86776859504133,True,False,4,97.52066115702479,True,False,18.75
8cbfa61cb2b025b16b04a8e470422960~5d483abb3f27510378f2b7672e83bc1e~Sandbox,8cbfa61cb2b025b16b04a8e470422960,5d483abb3f27510378f2b7672e83bc1e,Sandbox,0.0,303.78627699999987,48.19277108433735,False,False,0,50.602409638554214,True,True,0.0
8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a~1. One Box,8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,1. One Box,1.0,27.84429,20.87912087912088,False,False,1,51.0989010989011,True,True,38.46
8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a~2. Separated Boxes,8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,2. Separated Boxes,1.0,80.31845199999998,55.471698113207545,False,False,3,72.64150943396227,False,False,38.46
8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a~3. Rotate a Pyramid,8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,3. Rotate a Pyramid,1.0,124.38736599999999,72.61904761904762,False,False,2,58.13492063492063,False,False,38.46
8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a~4. Match Silhouettes,8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,4. Match Silhouettes,1.0,612.5538819999999,96.34146341463415,True,False,12,97.15447154471545,True,False,38.46
8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a~45-Degree Rotations,8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,45-Degree Rotations,0.0,96.943128,41.02564102564103,False,False,0,3.2051282051282053,False,True,38.46
8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a~5. Removing Objects,8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,5. Removing Objects,1.0,107.78696400000001,43.80165289256198,False,False,2,57.43801652892562,False,False,38.46
8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a~6. Stretch a Ramp,8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,6. Stretch a Ramp,1.0,335.9956929999999,90.78947368421052,True,False,6,91.00877192982456,True,False,38.46
8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a~7. Max 2 Boxes,8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,7. Max 2 Boxes,1.0,192.12886699999999,80.99547511312217,False,False,3,85.74660633484163,True,False,38.46
8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a~8. Combine 2 Ramps,8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,8. Combine 2 Ramps,1.0,321.05910299999994,88.0184331797235,True,False,2,80.64516129032258,True,False,38.46
8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a~9. Scaling Round Objects,8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,9. Scaling Round Objects,1.0,517.463275,95.0,True,False,13,99.5,True,False,38.46
8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a~Bird Fez,8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,Bird Fez,1.0,420.85793900000004,85.6353591160221,True,False,6,84.5303867403315,True,False,38.46
8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a~Pi Henge,8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,Pi Henge,1.0,180.205471,77.91411042944786,False,False,3,88.95705521472392,True,False,38.46
8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a~Square Cross-Sections,8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,Square Cross-Sections,1.0,151.607984,40.39408866995074,False,False,5,79.80295566502463,False,False,38.46
8cbfa61cb2b025b16b04a8e470422960~7ccdfc4cbcb4802bdc2b511f8d89eee3~1. One Box,8cbfa61cb2b025b16b04a8e470422960,7ccdfc4cbcb4802bdc2b511f8d89eee3,1. One Box,1.0,23.217043,13.91941391941392,False,True,1,51.0989010989011,True,True,0.0
8cbfa61cb2b025b16b04a8e470422960~7ccdfc4cbcb4802bdc2b511f8d89eee3~2. Separated Boxes,8cbfa61cb2b025b16b04a8e470422960,7ccdfc4cbcb4802bdc2b511f8d89eee3,2. Separated Boxes,0.0,102.41446800000001,65.66037735849056,False,False,1,16.79245283018868,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~1. One Box,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,1. One Box,1.0,67.87313599999997,64.83516483516483,False,False,1,51.0989010989011,True,True,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~2. Separated Boxes,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,2. Separated Boxes,1.0,62.580684,38.113207547169814,False,False,4,88.11320754716981,True,False,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~3. Rotate a Pyramid,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,3. Rotate a Pyramid,1.0,51.01542799999999,38.888888888888886,False,False,2,58.13492063492063,False,False,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~4. Match Silhouettes,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,4. Match Silhouettes,1.0,579.6013329999998,95.52845528455285,True,False,5,89.63414634146342,True,False,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~5. Removing Objects,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,5. Removing Objects,1.0,693.5004540000001,96.28099173553719,True,False,17,98.96694214876032,True,False,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~6. Stretch a Ramp,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,6. Stretch a Ramp,1.0,151.950824,65.78947368421052,False,False,2,51.75438596491228,False,False,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~7. Max 2 Boxes,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,7. Max 2 Boxes,0.0,307.072998,90.49773755656109,True,False,4,90.49773755656109,True,False,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~8. Combine 2 Ramps,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,8. Combine 2 Ramps,1.0,249.32429399999995,84.33179723502305,False,False,1,39.63133640552996,False,True,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~9. Scaling Round Objects,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,9. Scaling Round Objects,1.0,107.770944,47.5,False,False,1,23.25,False,True,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~Angled Silhouette,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,Angled Silhouette,0.0,222.61272199999996,79.84496124031008,False,False,1,37.98449612403101,False,True,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~Bird Fez,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,Bird Fez,1.0,284.04137199999997,70.1657458563536,False,False,4,71.2707182320442,False,False,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~Pi Henge,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,Pi Henge,1.0,113.22333599999999,53.374233128834355,False,False,1,33.43558282208589,False,True,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~Sandbox,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,Sandbox,0.0,326.454425,53.01204819277108,False,False,0,50.602409638554214,True,True,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~Square Cross-Sections,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,Square Cross-Sections,0.0,331.1260269999999,70.44334975369458,False,False,1,21.67487684729064,False,True,26.67
8cbfa61cb2b025b16b04a8e470422960~8572b2a0310a5e510f661e7817120458~Warm Up,8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,Warm Up,0.0,279.75254200000006,97.52066115702479,True,False,4,97.52066115702479,True,False,26.67
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~1. One Box,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,1. One Box,1.0,35.609174,34.43223443223443,False,False,1,51.0989010989011,True,True,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~2. Separated Boxes,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,2. Separated Boxes,1.0,38.405463000000005,15.09433962264151,False,True,2,47.35849056603774,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~3. Rotate a Pyramid,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,3. Rotate a Pyramid,1.0,20.361899,5.158730158730159,False,True,2,58.13492063492063,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~4. Match Silhouettes,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,4. Match Silhouettes,1.0,17.290512,2.032520325203252,False,True,1,29.471544715447155,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~45-Degree Rotations,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,45-Degree Rotations,1.0,108.683858,51.282051282051285,False,False,2,71.7948717948718,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~5. Removing Objects,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,5. Removing Objects,1.0,49.427018000000004,17.355371900826448,False,False,2,57.43801652892562,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~6. Stretch a Ramp,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,6. Stretch a Ramp,1.0,165.15845499999992,68.42105263157895,False,False,5,87.71929824561404,True,False,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~7. Max 2 Boxes,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,7. Max 2 Boxes,1.0,73.501149,57.918552036199095,False,False,2,71.71945701357465,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~8. Combine 2 Ramps,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,8. Combine 2 Ramps,1.0,64.301081,32.71889400921659,False,False,1,39.63133640552996,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~9. Scaling Round Objects,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,9. Scaling Round Objects,1.0,248.17380899999995,75.5,False,False,5,88.5,True,False,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~Angled Silhouette,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,Angled Silhouette,1.0,126.68127600000001,66.66666666666667,False,False,2,74.8062015503876,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~Bear Market,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,Bear Market,0.0,14.446767999999999,21.27659574468085,False,False,0,25.53191489361702,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~Bird Fez,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,Bird Fez,0.0,220.15692900000002,58.011049723756905,False,False,2,48.89502762430939,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~Boxes Obscure Spheres,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,Boxes Obscure Spheres,0.0,339.26445199999995,58.38926174496644,False,False,3,42.281879194630875,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~Bull Market,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,Bull Market,0.0,5.428834999999999,4.285714285714286,False,True,0,15.714285714285714,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~Few Clues,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,Few Clues,0.0,19.926737000000003,20.0,False,False,0,22.5,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~More Than Meets Your Eye,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,More Than Meets Your Eye,0.0,8.701314,3.5714285714285716,False,True,0,5.357142857142857,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~Not Bird,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,Not Bird,0.0,9.082614,5.9523809523809526,False,True,0,5.9523809523809526,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~Object Limits,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,Object Limits,0.0,187.45569199999994,53.78787878787879,False,False,5,60.22727272727273,False,False,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~Orange Dance,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,Orange Dance,0.0,5.353719,7.462686567164179,False,True,0,31.34328358208955,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~Pi Henge,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,Pi Henge,1.0,40.338424,3.067484662576687,False,True,1,33.43558282208589,False,True,0.0
8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd~Pyramids are Strange,8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,Pyramids are Strange,0.0,73.807445,11.18421052631579,False,True,0,2.6315789473684212,False,True,0.0
